name	x	y	z	type	material
AF3	-0.03518601491807185	0.10912956744877292	0.056439214711789275	wet	scalp electrodes
F7	-0.07187663250970616	0.07310353217275958	0.02579045587891774	wet	scalp electrodes
F3	-0.05180904586237076	0.0866879023191724	0.07871409302883829	wet	scalp electrodes
FC5	-0.07890598380592659	0.051367389393278916	0.06296234793922344	wet	scalp electrodes
T7	-0.08598208540859081	0.014871643830998479	0.03117337373904913	wet	scalp electrodes
P7	-0.07445797197401204	-0.0421231600703902	0.041273631387385656	wet	scalp electrodes
O1	-0.0315735653251896	-0.08056835005318111	0.054789645624052044	wet	scalp electrodes
O2	0.027683093109090593	-0.08048884161275736	0.05473408147779854	wet	scalp electrodes
P8	0.07103246343848865	-0.04225998064272267	0.04119886278195534	wet	scalp electrodes
T8	0.08326136240706139	0.015258183861365685	0.030972968524064372	wet	scalp electrodes
FC6	0.07784661183611408	0.05209880614588322	0.062867106289257	wet	scalp electrodes
F4	0.05027427028109521	0.087438385860065	0.07727065434234637	wet	scalp electrodes
F8	0.07143526180097565	0.07450512184827826	0.025101027393181548	wet	scalp electrodes
AF4	0.034229850722724775	0.10981126989940736	0.057116674323529265	wet	scalp electrodes
